subject,session,mean_timing,median_timing,std_timing,cv_timing,iqr_timing,min_timing,max_timing,range_timing,n_outliers,outlier_rate,q25,q75,n_keystrokes,rt_trend,early_vs_late_ratio,acceleration,recovery_rate,variability_trend,outlier_clustering,inferred_state
s002,1,0.22348354838709678,0.12974999999999998,0.24161781827917742,1.0811388081321491,0.14895,-0.118,1.6055,1.7235,112,0.07225806451612904,0.0839,0.23285,1550,-3.8146292269948075e-05,0.8192027354781235,0.30319134366925066,-9.842205138913615e-05,-0.08039223563378073,-9.700636942675159,2
s002,2,0.17232445161290322,0.1115,0.17440344844046254,1.012058560172685,0.10110000000000001,-0.0306,1.441,1.4716,85,0.054838709677419356,0.081,0.1821,1550,-3.232182634992593e-05,0.8045187810984513,0.2159470284237726,-3.206859446820474e-05,-0.07836864475772981,-14.280373831775702,0
s002,3,0.15595799999999999,0.1051,0.14426933914260912,0.9250465772581841,0.09677499999999999,-0.0588,1.736,1.7948,70,0.04516129032258064,0.0803,0.17707499999999998,1550,-1.2634600190293759e-05,0.9185558587907562,0.18734127906976747,-1.0939966950500843e-05,-0.06617125962541485,-13.669642857142858,0
s002,4,0.1372789677419355,0.1024,0.11344283128760208,0.8263611446999796,0.07755,-0.0847,0.878,0.9627,89,0.05741935483870968,0.078475,0.156025,1550,-3.357491109156152e-07,0.9822224791251806,0.15921821705426356,-1.5683374451860312e-05,0.010137385477438782,-12.48360655737705,1
s002,5,0.13201883870967743,0.0971,0.12199994238472907,0.924103101299927,0.08215000000000001,-0.0916,1.1874,1.279,78,0.05032258064516129,0.0702,0.15235,1550,5.084914042930226e-06,1.0205891024496878,0.156672157622739,4.2517167951781524e-05,-0.013428658537125146,-14.634615384615385,1
s002,6,0.11919993548387098,0.0909,0.09439946353727266,0.7919355930729739,0.07255,-0.1388,0.6668,0.8056,95,0.06129032258064516,0.070275,0.142825,1550,1.9054416040910507e-06,1.0029040089722536,0.13555206718346255,-1.8451285501787942e-05,-0.01698156722663928,-13.172413793103448,1
s002,7,0.13561729032258066,0.1018,0.11004168511221131,0.8114074056712186,0.07947500000000002,-0.1742,0.9154,1.0896,98,0.06322580645161291,0.0774,0.15687500000000001,1550,1.3468727300601914e-06,0.985094725248651,0.156640826873385,-1.4145283743616394e-05,-0.008690929041930737,-12.373983739837398,1
s002,8,0.16286090322580643,0.1354,0.12759022495356104,0.7834258499156702,0.086675,-0.0826,0.9202,1.0028000000000001,96,0.06193548387096774,0.0998,0.186475,1550,-2.579744486215068e-06,0.9824329943979639,0.19208346253229971,-7.969581570650404e-05,-0.018156489328929187,-14.231481481481481,1
s003,1,0.17335864516129035,0.1299,0.15357320271780203,0.8858647730555782,0.10092500000000001,-0.0646,1.2881,1.3527,72,0.04645161290322581,0.09985,0.200775,1550,-5.044999716625711e-05,0.712820097225948,0.21156253229974162,-4.072063118872518e-05,-0.07468976069071759,-16.593406593406595,0
s003,2,0.14529290322580646,0.1186,0.13675840374469528,0.9412535605995397,0.07644999999999999,-0.0761,1.4988,1.5749,47,0.03032258064516129,0.085925,0.162375,1550,-3.0174931642749627e-05,0.7925136402960755,0.18275736434108528,-9.917003219877135e-05,-0.04266443640878252,-21.08955223880597,0
s003,3,0.1347543870967742,0.12085,0.11732846731311077,0.8706773795162018,0.069125,-0.0955,1.1452,1.2407,62,0.04,0.0863,0.155425,1550,-1.4968826773638041e-05,0.8998698353391001,0.17807881136950904,-1.5536046382729656e-05,-0.019660760015950796,-22.984848484848484,0
s003,4,0.12479264516129034,0.11935000000000001,0.1123184063741223,0.900033060409091,0.08427499999999999,-0.1272,1.0504,1.1776,48,0.03096774193548387,0.0721,0.156375,1550,-1.6211222645066047e-05,0.8346630651711627,0.1774737726098191,-2.326224597386477e-05,-0.046139694318022215,-28.80392156862745,0
s003,5,0.11801780645161289,0.11635000000000001,0.1119384593845292,0.9484798461372629,0.079875,-0.1189,1.3781,1.497,45,0.02903225806451613,0.069025,0.1489,1550,-1.5172587994363785e-05,0.8928703013314937,0.17684418604651167,-3.1424631931178544e-05,-0.02641112148178565,-34.18181818181818,0
s003,6,0.11530270967741936,0.1229,0.10119840011683008,0.8776682068595091,0.08990000000000001,-0.1523,0.8821,1.0344,57,0.036774193548387096,0.06605,0.15595,1550,4.356597241509353e-06,1.0023336007922616,0.1808646640826873,-8.16809614774828e-05,0.009685848350839896,-25.583333333333332,1
s003,7,0.11818929032258065,0.13005,0.11377440786619288,0.962637519170692,0.11155000000000001,-0.2358,1.0977,1.3335,68,0.04387096774193548,0.06455,0.1761,1550,-3.2621735843359635e-06,0.946320030690452,0.2139997416020672,-3.6898044098653634e-05,-0.0040602400998762805,-18.938271604938272,1
s003,8,0.12317535483870967,0.12865,0.1164871672249776,0.9456942233556832,0.10495000000000002,-0.177,1.185,1.362,46,0.02967741935483871,0.0713,0.17625000000000002,1550,-8.923469727468845e-06,0.9601485976212236,0.20807861757105942,-4.502821581684073e-05,-0.020495204237699127,-29.137254901960784,0
s004,1,0.17270516129032257,0.1127,0.17743604270491506,1.027386871315155,0.1065,-0.0472,1.3518,1.3989999999999998,97,0.06258064516129032,0.0818,0.1883,1550,-5.200783619540029e-05,0.7192875805677506,0.22687603359173125,-7.848293774474545e-05,-0.09581605425282833,-11.928,0
s004,2,0.1525669677419355,0.1077,0.1445416187609341,0.9473916504244341,0.0988,-0.0847,1.332,1.4167,80,0.05161290322580645,0.0779,0.1767,1550,-1.597011724445147e-05,0.8644533541072035,0.19512409560723515,-6.802023959598161e-05,-0.020961950683861724,-12.683333333333334,0
s004,3,0.14230967741935485,0.1051,0.14429436283187652,1.0139391186135405,0.08139999999999999,-0.1088,1.3492,1.458,68,0.04387096774193548,0.0729,0.1543,1550,-7.5489335439151345e-06,0.8620597878877377,0.1823423126614987,-4.3221166116271216e-05,-0.017766533905313187,-17.709302325581394,0
s004,4,0.1356434193548387,0.1043,0.12635251738783637,0.9314980888178289,0.08202500000000001,-0.0853,1.3044,1.3897,71,0.045806451612903226,0.0731,0.155125,1550,1.3683514943291313e-06,1.0008499641247346,0.171687661498708,-5.304747836443643e-05,-0.016970077233577213,-15.540816326530612,1
s004,5,0.13422406451612903,0.10565,0.1270301545414889,0.9463966733741032,0.08175,-0.0998,1.2092,1.3090000000000002,83,0.053548387096774196,0.075,0.15675,1550,-4.526316166839689e-06,0.9371481539522114,0.17448036175710593,-7.643483551300178e-05,-0.027457875702300724,-15.069306930693068,1
s004,6,0.12510200000000002,0.1052,0.11227392551629567,0.8974519037616656,0.07722499999999999,-0.1017,1.7069,1.8086,59,0.03806451612903226,0.0766,0.153825,1550,6.062302949634344e-06,1.0325635292384412,0.1554888888888889,-2.497530568209074e-05,0.013666487544931383,-20.89041095890411,1
s004,7,0.12730251612903226,0.1117,0.099635103479055,0.7826579069353189,0.07447500000000001,-0.0861,0.8735,0.9596,86,0.05548387096774193,0.0797,0.154175,1550,-1.4576720377004504e-06,0.9662985899308254,0.1571432816537468,1.834236651946494e-05,-0.00853464691716177,-17.697674418604652,1
s004,8,0.12701929032258064,0.11,0.09853314494975741,0.7757275998938651,0.077775,-0.094,1.1123,1.2063000000000001,83,0.053548387096774196,0.076,0.153775,1550,-4.1942996210034585e-06,0.9372557395772725,0.15146912144702843,9.671149746199411e-06,-0.02294162183801264,-19.227848101265824,1
s005,1,0.24136696774193547,0.1658,0.2195674275871925,0.9096792322581447,0.20795,-0.0066,2.7314,2.738,71,0.045806451612903226,0.10355,0.3115,1550,-9.676738096457073e-05,0.6232588761561372,0.30328714470284235,-0.00021957294478258758,-0.1626218817536957,-15.885416666666666,2
s005,2,0.21241070967741937,0.15739999999999998,0.15644183744976164,0.7365028871870727,0.16290000000000002,0.0141,1.1656,1.1515,85,0.054838709677419356,0.1011,0.264,1550,-1.3851250933352717e-05,0.9392357411696467,0.2508423772609819,-8.532117565473832e-05,0.00822504767514265,-13.120689655172415,1
s005,3,0.19808961290322583,0.15489999999999998,0.13577655064484237,0.6854264755653714,0.163725,0.0116,0.9812,0.9696,65,0.041935483870967745,0.0966,0.26032500000000003,1550,-1.0898456981667883e-05,0.9660508657407613,0.2281867571059432,-2.6595164254981085e-05,-0.004686298893832264,-16.692307692307693,1
s005,4,0.1866772258064516,0.14335,0.13380402367755556,0.7167628849027302,0.14595000000000002,-0.0396,1.2319,1.2715,49,0.031612903225806455,0.094275,0.24022500000000002,1550,-2.1432776508557162e-05,0.9002987006991721,0.21243255813953488,-7.962332593457651e-05,-0.01878769857902124,-17.306818181818183,0
s005,5,0.17931232258064517,0.13479999999999998,0.12090212003434501,0.6742506261907559,0.1442,-0.0124,0.9617,0.9741,66,0.04258064516129032,0.0924,0.23659999999999998,1550,-3.16681497326387e-06,1.0048402813206405,0.20284954780361758,4.771226311732482e-06,0.0007985724566562102,-14.634615384615385,1
s005,6,0.1821241935483871,0.141,0.1222202780882229,0.6710783703614919,0.141725,-0.0261,1.0933,1.1194,76,0.04903225806451613,0.097975,0.2397,1550,-1.181576892737848e-05,0.9077692904298793,0.2020793281653747,5.097274060783207e-05,-0.01282528365111632,-14.74757281553398,0
s005,7,0.1672901935483871,0.1325,0.1112759005035042,0.6651629302370833,0.121025,-0.0953,0.9902,1.0855,75,0.04838709677419355,0.09225,0.213275,1550,-8.584348643748841e-06,0.9225091463215631,0.18270381136950903,-6.117782022825286e-05,-0.023830246863580526,-13.684684684684685,0
s005,8,0.16572503225806454,0.13285000000000002,0.10891699008063327,0.6572111128023048,0.1137,-0.0423,0.9323,0.9746,81,0.052258064516129035,0.092175,0.205875,1550,-5.568741225618183e-06,0.9365402913174325,0.1809895348837209,-2.8492556128722904e-05,-0.011946699003300587,-13.339130434782609,1
s007,1,0.16374341935483872,0.11015,0.1456867096643484,0.889720151919445,0.12632500000000002,-0.0275,1.0464,1.0739,76,0.04903225806451613,0.07694999999999999,0.203275,1550,-3.123919847491053e-05,0.8324552432114454,0.20591608527131783,-0.00010057996715673773,-0.04066384037014817,-13.944954128440367,0
s007,2,0.1316787741935484,0.10185,0.10064689752656662,0.7643307268938025,0.08005,-0.0291,0.8859,0.915,70,0.04516129032258064,0.0755,0.15555,1550,-2.5619770349607326e-05,0.8064724144437214,0.15431175710594314,-5.5630296749444984e-05,-0.02621580698429167,-14.443396226415095,0
s007,3,0.1100136129032258,0.095,0.08752230256881345,0.7955516113645951,0.06229999999999998,-0.0386,1.0023,1.0409,40,0.025806451612903226,0.0689,0.13119999999999998,1550,-3.279049399490146e-06,0.9791582848053236,0.13174095607235142,-8.6047697491381e-06,0.02812573750702238,-25.796610169491526,1
s007,4,0.1012858064516129,0.08715,0.07540333554589221,0.7444536775074863,0.05907499999999999,-0.0365,0.8249,0.8613999999999999,56,0.03612903225806452,0.06367500000000001,0.12275,1550,-1.37369808847827e-05,0.8349693750271187,0.1180124677002584,-3.038951232653529e-05,-0.03580076315795543,-19.893333333333334,0
s007,5,0.10205529032258065,0.10075,0.08114421996237815,0.7950927836578873,0.0586,-0.0812,1.3901,1.4712999999999998,36,0.023225806451612905,0.0697,0.1283,1550,1.1975187287849644e-06,0.9806470601882338,0.1342139534883721,2.4867832937615915e-05,0.0014750650204948673,-39.973684210526315,1
s007,6,0.10290812903225806,0.1013,0.07395355437628794,0.7186296791328041,0.065875,-0.0858,0.6253,0.7111,79,0.05096774193548387,0.06845,0.134325,1550,-3.398966954690687e-06,0.9541678834784036,0.1342793927648579,-5.982276496959254e-06,-0.006298626640751259,-19.512820512820515,1
s007,7,0.09843303225806452,0.0962,0.07129011354679615,0.7242425400180178,0.06367500000000001,-0.0594,0.5262,0.5856,83,0.053548387096774196,0.0628,0.126475,1550,6.4380476731829156e-06,1.0554285623661053,0.12586518087855295,-1.112072863576715e-05,0.008860144755526517,-18.49397590361446,1
s007,8,0.09445606451612903,0.0938,0.07331729830649504,0.7761970868147795,0.06075,-0.0765,0.6019,0.6784,68,0.04387096774193548,0.06265,0.1234,1550,5.139514770567733e-06,1.0562367487121564,0.127959173126615,1.4942954810867778e-05,0.007861115814714742,-23.56923076923077,1
s008,1,0.1595714193548387,0.11624999999999999,0.13257397857818837,0.8308075989208741,0.11782499999999999,-0.053,0.8086,0.8616,80,0.05161290322580645,0.08435000000000001,0.202175,1550,-1.0612704521417069e-05,0.9293053928504387,0.19551692506459947,-2.7102017772484204e-05,-0.009645851727165672,-12.697478991596638,0
s008,2,0.13659335483870966,0.1048,0.11888740534383875,0.8703683654000253,0.07100000000000002,-0.0324,0.9981,1.0305,70,0.04516129032258064,0.0805,0.15150000000000002,1550,-1.4782026440775007e-05,0.8834834257138501,0.16557164082687337,-4.7567469186884244e-05,-0.017203714019753832,-15.31,0
s008,3,0.11871032258064515,0.09759999999999999,0.10947161928522021,0.9221666215609041,0.05614999999999999,-0.0902,1.728,1.8182,48,0.03096774193548387,0.0742,0.13035,1550,4.796131189689111e-06,1.0794678574875352,0.148862661498708,-1.5146706779787749e-05,0.06179825802776731,-20.14864864864865,1
s008,4,0.11099348387096773,0.0938,0.0956656938685259,0.861895929708888,0.05487500000000001,-0.1092,0.8088,0.9179999999999999,80,0.05161290322580645,0.070575,0.12545,1550,-3.785182388515412e-06,0.9625233290172761,0.14210452196382428,2.5589454064546987e-05,-0.004923175767101037,-16.736263736263737,1
s008,5,0.10824619354838709,0.09295,0.09674074063399635,0.8937020671187443,0.0533,-0.0763,0.8007,0.877,63,0.04064516129032258,0.068175,0.121475,1550,-2.5833894006252825e-06,0.9753826694018812,0.13913559431524547,3.9665431821873215e-06,-0.0066577894930638926,-19.115384615384617,1
s008,6,0.10761109677419355,0.09505,0.0981738747494119,0.9122940421411339,0.05687500000000001,-0.0792,1.2278,1.307,60,0.03870967741935484,0.067825,0.1247,1550,-9.440343468170183e-06,0.8901556549983823,0.14339651162790698,-1.8760102396733213e-05,-0.0155593899128732,-21.3943661971831,0
s008,7,0.10220012903225807,0.0958,0.07768262445308367,0.7600955604762885,0.051275,-0.1,0.7155,0.8155,81,0.052258064516129035,0.072825,0.1241,1550,1.6187264365818077e-06,1.0079175487257837,0.13186750645994832,7.32952052446105e-06,-0.007563981114171198,-17.91764705882353,1
s008,8,0.09657019354838711,0.089,0.07815019552094889,0.8092495562021985,0.047725000000000004,-0.0533,0.6038,0.6571,83,0.053548387096774196,0.064775,0.1125,1550,4.696109853034885e-06,1.0049831768971484,0.12478953488372092,-1.3033616651585689e-05,-0.0038111128343424894,-18.11904761904762,1
s010,1,0.13674799999999998,0.0993,0.10562355702789888,0.7723899774616187,0.09865000000000002,-0.0038,0.7334,0.7372000000000001,79,0.05096774193548387,0.0686,0.16725,1550,-2.306433329521449e-05,0.8082539477941177,0.1597505167958656,-3.1925831973457206e-05,-0.03991787971692673,-16.010416666666668,0
s010,2,0.12714129032258065,0.0921,0.09579014656518815,0.7534090059424995,0.09047499999999999,-0.0074,0.8448,0.8522,46,0.02967741935483871,0.0671,0.157575,1550,-4.889826210393938e-06,0.9500714986860169,0.14392428940568477,-4.95486964524636e-05,-0.020054152901291852,-21.64788732394366,1
s010,3,0.10962767741935484,0.0847,0.07982248588784552,0.7281168373719059,0.07732499999999999,-0.015,1.1176,1.1325999999999998,44,0.02838709677419355,0.06085,0.138175,1550,-4.387762049217855e-06,0.9450298431603971,0.12101072351421187,-5.070790378006878e-05,0.009610984603702799,-22.07246376811594,1
s010,4,0.11632290322580645,0.09334999999999999,0.07743624906328195,0.665695071398728,0.077575,-0.005,0.9666,0.9716,44,0.02838709677419355,0.0686,0.146175,1550,-1.0337959631791473e-05,0.9051946367739193,0.12402151162790698,-2.260290330314547e-05,-0.01805269443763334,-25.616666666666667,0
s010,5,0.09792683870967742,0.08274999999999999,0.05810489160191903,0.59334395987417,0.06440000000000001,-0.0267,0.5313,0.558,49,0.031612903225806455,0.0623,0.1267,1550,-8.790881978011455e-07,1.0063577013325586,0.10202519379844961,-4.406931372018262e-05,-0.002889101600508391,-16.178947368421053,1
s010,6,0.10192051612903226,0.0876,0.06854331057258425,0.6725107040775244,0.06620000000000001,-0.0177,1.0345,1.0522,26,0.016774193548387096,0.0613,0.1275,1550,1.6748579896022066e-06,1.017359903237222,0.10768746770025839,1.5226533437483226e-05,0.006377683869236775,-33.41304347826087,1
s010,7,0.10537038709677421,0.0898,0.06123962153423719,0.5811788496054823,0.066775,-0.0111,0.5002,0.5113,59,0.03806451612903226,0.066,0.132775,1550,2.9318199843767625e-06,1.0468081833646679,0.11108895348837211,1.1517381922800167e-05,0.006379167206947554,-14.100917431192661,1
s010,8,0.10492509677419354,0.09265000000000001,0.05973932218659009,0.569346654675931,0.06630000000000001,-0.0385,0.5148,0.5533,72,0.04645161290322581,0.06615,0.13245,1550,7.475412194794104e-06,1.0730722988607269,0.11150975452196382,-6.634411180114593e-06,-0.0009351260334724137,-14.037037037037036,1
s011,1,0.16521974193548386,0.12025,0.15941785502439357,0.9648779757122975,0.10060000000000002,-0.0589,1.3792,1.4381,81,0.052258064516129035,0.08222499999999999,0.18282500000000002,1550,-3.484905148965247e-05,0.7721131321994831,0.21222706718346251,-2.5082200962611882e-05,-0.06505496889430054,-13.350877192982455,0
s011,2,0.12326341935483871,0.1136,0.09654251163181421,0.783214751970715,0.07527500000000001,-0.0765,1.0558,1.1323,67,0.043225806451612905,0.0764,0.151675,1550,-5.952592347089556e-06,0.967653263917409,0.15740865633074935,-3.3603859727818576e-05,-0.010800685107401883,-20.84931506849315,1
s011,3,0.10894903225806452,0.1055,0.07865023525403525,0.7218927211305487,0.06875,-0.08,0.5641,0.6441,83,0.053548387096774196,0.06985,0.1386,1550,5.301914865017786e-06,1.0499594103166348,0.14705600775193797,1.7877459055486658e-06,-0.0028313901187045076,-18.573170731707318,1
s011,4,0.10540651612903226,0.1017,0.077858572131232,0.7386434572267424,0.07085000000000001,-0.0979,0.799,0.8969,60,0.03870967741935484,0.065925,0.136775,1550,6.345782292897243e-06,1.017510052139448,0.14048042635658917,1.1309809411115778e-05,-0.019154825717402194,-24.516129032258064,1
s011,5,0.10879651612903227,0.109,0.08237696515326746,0.7571585095340742,0.07042500000000002,-0.1578,0.7137,0.8714999999999999,61,0.03935483870967742,0.071575,0.14200000000000002,1550,-3.4267090359904797e-06,0.944288511316623,0.15704347545219638,2.3828219941583402e-05,-0.009260502938212567,-25.440677966101696,1
s011,6,0.10162806451612905,0.10665,0.07322943445396428,0.7205560220653453,0.07285,-0.0988,0.5005,0.5992999999999999,87,0.056129032258064517,0.06755,0.1404,1550,1.4515042663439587e-06,1.0156346008282795,0.1520516149870801,3.7009159506371494e-05,-0.0023207871319789325,-16.021052631578947,1
s011,7,0.09553025806451611,0.1018,0.07916494235046696,0.8286810406809851,0.083875,-0.1586,0.6612,0.8198,44,0.02838709677419355,0.052625,0.1365,1550,4.638954043940461e-06,1.0719315207642062,0.1561237726098191,-1.594722134141771e-05,-0.004193946126179321,-26.803571428571427,1
s011,8,0.08199187096774194,0.0965,0.07431127452153952,0.9063138495391319,0.088525,-0.153,0.5146,0.6676,61,0.03935483870967742,0.039474999999999996,0.128,1550,-5.18821196783687e-06,0.9203539359267956,0.15917564599483203,3.942457263800331e-06,-0.0048535426963014355,-16.9010989010989,1
s012,1,0.18839929032258063,0.138,0.17222484959741202,0.9141432282430517,0.11467500000000001,-0.0372,1.6049,1.6421,80,0.05161290322580645,0.1077,0.22237500000000002,1550,-5.435171837002135e-05,0.7156386215618359,0.23381983204134363,-0.00018835506299255214,-0.05728786890408363,-14.50943396226415,0
s012,2,0.14738070967741937,0.1244,0.14194631459775015,0.963120287506734,0.07794999999999999,-0.1164,1.3723,1.4887000000000001,59,0.03806451612903226,0.088925,0.166875,1550,2.1363927391249403e-06,1.0009445569194093,0.1926609173126615,-9.172159019136224e-05,-0.001104387483774949,-22.33823529411765,1
s012,3,0.14461877419354838,0.13715,0.11982784905363184,0.8285716785400531,0.078875,-0.1901,0.9657,1.1558,63,0.04064516129032258,0.1003,0.179175,1550,4.911635920388211e-06,1.0219984313128656,0.20105167958656328,1.2172803510155926e-05,-0.0010396111975707334,-24.548387096774192,1
s012,4,0.126856,0.1228,0.10127081845453612,0.7983069003250598,0.06757500000000001,-0.1945,0.9226,1.1171,51,0.032903225806451615,0.0919,0.159475,1550,2.5716983481272805e-06,0.991473337602936,0.1715622093023256,-1.1202055668556294e-05,0.012834429579808418,-30.5,1
s012,5,0.13728122580645163,0.13115,0.10372495050472223,0.7555599415394068,0.07892500000000001,-0.095,1.0239,1.1189,61,0.03935483870967742,0.09515,0.174075,1550,-8.555088626870523e-06,0.9545247965886612,0.17674005167958656,-4.659179227796665e-05,0.0008296401647123613,-25.098360655737704,0
s012,6,0.12874167741935483,0.1291,0.09364345960882076,0.7273692103186185,0.07275000000000002,-0.1579,0.7132,0.8711,61,0.03935483870967742,0.0924,0.16515000000000002,1550,-1.1202056826071759e-05,0.8947344658932865,0.17277777777777775,1.3650693601235269e-05,-0.01934464106123289,-25.016666666666666,0
s012,7,0.12604703225806452,0.12919999999999998,0.09242478323322503,0.7332505044108828,0.07669999999999999,-0.1829,0.83,1.0129,60,0.03870967741935484,0.08665,0.16335,1550,6.086898629705032e-06,1.0252516717486895,0.17250736434108524,-2.3753077444617703e-06,-0.0005913563797882021,-25.17241379310345,1
s012,8,0.11757006451612903,0.12564999999999998,0.09509723828625759,0.8088490027511117,0.0819,-0.1856,0.7824,0.968,44,0.02838709677419355,0.0771,0.159,1550,2.690407645297426e-06,1.0363698898680795,0.17737771317829457,-2.4271547268260503e-05,0.0015920784171224583,-34.93181818181818,1
s013,1,0.13820922580645162,0.0886,0.134148589446063,0.9706126204722616,0.0912,-0.0433,0.8827,0.926,84,0.05419354838709677,0.066575,0.157775,1550,-1.5397160126373266e-05,0.8823867878467673,0.1793202842377261,-7.321499189230287e-05,-0.032145991031475474,-11.694656488549619,0
s013,2,0.11278064516129033,0.08515,0.10182069964895706,0.9028126828912817,0.06269999999999999,-0.0375,0.7989,0.8364,79,0.05096774193548387,0.0639,0.1266,1550,-1.3761194382156028e-05,0.8836030683601634,0.13601950904392765,-1.7391930456840895e-05,-0.010550043531125222,-15.47,0
s013,3,0.10716625806451613,0.0837,0.11317319266902894,1.0560426263859168,0.063975,-0.0496,1.4192,1.4688,44,0.02838709677419355,0.0598,0.123775,1550,-6.488069942333887e-06,0.8892451435179232,0.13263520671834625,-3.372501888358692e-05,-0.040837280590004396,-28.30188679245283,0
s013,4,0.09147490322580645,0.0814,0.0682688938457781,0.7463046708296248,0.05442500000000001,-0.0602,0.6051,0.6653,68,0.04387096774193548,0.058175,0.1126,1550,-1.6307160491718414e-06,0.9581953937718604,0.10736737726098192,2.9449230864417016e-05,-0.009275374069868558,-22.014492753623188,1
s013,5,0.10039664516129031,0.0863,0.09116422792554756,0.9080315357904148,0.0559,-0.0576,1.0835,1.1411,54,0.03483870967741935,0.0607,0.1166,1550,1.1981486535209742e-05,1.1413120564499994,0.12465788113695091,7.650410025186716e-06,0.03504296835817759,-25.220338983050848,1
s013,6,0.10444993548387096,0.08875,0.10336601230576634,0.9896130831851462,0.0579,-0.0971,1.245,1.3421,48,0.03096774193548387,0.0623,0.1202,1550,1.6665395221741514e-05,1.2348666358145823,0.13122448320413438,3.793716985947519e-05,-0.0005847780155609633,-31.319148936170212,1
s013,7,0.09832600000000001,0.087,0.08042706606769928,0.8179550486407525,0.051750000000000004,-0.0734,0.9176,0.991,60,0.03870967741935484,0.0628,0.11455,1550,9.767643473491306e-06,1.1185058328056072,0.12024857881136951,3.655749504386417e-05,0.0005646012891824814,-21.013698630136986,1
s013,8,0.09907812903225807,0.0917,0.07774796331145996,0.7847057606465925,0.047075000000000006,-0.0518,0.9257,0.9774999999999999,65,0.041935483870967745,0.0692,0.116275,1550,-1.4366813136466855e-06,0.9671834452427485,0.12378947028423773,4.148176219312712e-06,-0.01999927306377733,-22.44776119402985,1
